Variable,Value
initial_oscillation_H1,0.6054380491260645
initial_oscillation_H2,0.6478895156267299
final_oscillation_H1,0.02510060668512326
final_oscillation_H2,0.0013397301387726435
proximity_H1,2.265306436698893
proximity_H2,1.7646278975681753
max_H1,23.49534213940092
max_H2,23.585330932112072
