Variable,Value
initial_oscillation_H1,0.5449105953130697
initial_oscillation_H2,0.5886208734999627
final_oscillation_H1,0.11601908126957594
final_oscillation_H2,0.18075332369179475
proximity_H1,0.384218878173499
proximity_H2,0.2957183480201593
max_H1,16.590072055991584
max_H2,17.943761664563624
