Variable,Value
initial_oscillation_H1,0.6425301605123082
initial_oscillation_H2,0.6994176761957647
final_oscillation_H1,0.21318202347280246
final_oscillation_H2,0.24115143730992938
proximity_H1,0.6317463549396507
proximity_H2,0.46258447260203184
max_H1,43.676791339577505
max_H2,43.817991989625455
