Variable,Value
initial_oscillation_H1,0.5537460589223997
initial_oscillation_H2,0.610019735429546
final_oscillation_H1,0.03291572248921282
final_oscillation_H2,0.0593205214649174
proximity_H1,0.25874318900741855
proximity_H2,0.19066771858121
max_H1,30.373695173495435
max_H2,30.153313042900834
