318.15,C1,C2
318.15,296.15,296.15
318.15,296.1759273678651,296.1130103637008
318.15,296.0834251688398,296.1550486187575
318.15,296.22418654878436,296.16180670876065
318.15,296.2418244067605,296.121934278902
318.15,296.24562298927,296.0605067453098
318.15,296.45609910868046,296.4068638403914
318.15,296.70691126482524,296.4116930335281
318.15,296.6016328896023,296.5299173596567
318.15,296.8517679442339,296.51142175315397
318.15,297.15841604488645,296.7402046890777
318.15,297.32781218576974,296.81407988247196
318.15,297.1485826152013,297.02321833699625
318.15,297.3805860782444,297.1330111339482
318.15,297.7093060696407,297.37167313737206
318.15,297.9713582761218,297.78869300577725
318.15,298.0829240001438,297.59706892535775
318.15,298.47662480529516,297.7624315657782
318.15,298.83000351242646,297.92492572912147
318.15,298.8224796762387,297.93362121354136
318.15,299.2238317561695,298.21637362565724
318.15,299.41850997742443,298.7505863203194
318.15,299.58239957730905,299.1350448962927
318.15,300.02316363453815,299.0625968088448
318.15,300.3660669977087,299.27272752994986
318.15,300.56495724450224,299.63305119707957
318.15,300.98455951311183,299.8343692627056
318.15,301.10538872570345,299.92306648664567
318.15,301.6218137744195,300.33110371179157
318.15,301.82874054558346,300.6296376597251
318.15,302.1525563579354,300.6585416202679
318.15,302.5541983664775,301.0906806290958
318.15,302.63549982328186,301.2346863356036
318.15,303.1649029521726,301.5795225492939
318.15,303.448279837399,301.7638844372555
318.15,303.8142466041426,302.202804093151
318.15,304.1370857294845,302.30363281756104
318.15,304.53229555951543,302.71101150162536
318.15,304.8341970361852,302.8833429705708
318.15,305.2207760319775,303.02692870713025
318.15,305.72106390106967,303.40395572517355
318.15,306.0528653787488,303.84635895607664
318.15,306.2645128434706,303.7769986542647
318.15,306.67180049999564,304.18259624641604
318.15,307.0222259799078,304.45858844288676
318.15,307.4295664497689,304.70474926648546
318.15,307.68383772750053,304.98325800628146
318.15,308.08168670768225,305.5131153290347
318.15,308.52607852461705,305.9933331601217
318.15,308.78411714458747,305.9060287886409
318.15,309.2641719801668,306.30598028408417
318.15,309.4470580205978,306.5836299613429
318.15,310.1232369624436,306.74321243570665
318.15,310.3297143225409,307.03929188001246
318.15,310.6542862713255,307.28553477594505
318.15,311.00434273864465,307.7226789031346
318.15,311.34536209103476,308.0026196061953
318.15,311.87437211130754,308.241678190022
318.15,311.95703759111905,308.5235189953548
318.15,312.52370813109223,308.6771882333315
318.15,312.942129887694,309.12752460213414
318.15,313.29160888505925,309.50232704145736
318.15,313.5164738507074,309.6954526650632
318.15,313.8702172186308,310.0126481690896
318.15,314.235721077144,310.32359303428035
318.15,314.6085571613178,310.6571580379295
318.15,315.06597445312286,310.7955599221909
318.15,315.2855468901076,311.30167518132134
318.15,315.67789467269796,311.32890951292524
318.15,316.18435383277824,311.7301320291987
318.15,316.2653261216498,311.8851536194976
318.15,316.5712842374636,312.2534904480426
318.15,317.0110789541552,312.6971499136827
318.15,317.31134447915684,312.95432772945844
318.15,317.8149025822527,313.12648061212195
318.15,317.98854517864504,313.26581075500604
318.15,318.29179016993277,313.7440712945843
318.15,318.42741240018586,314.06758785957385
318.15,318.91549524721626,314.2390013735355
318.15,319.0890965248105,314.5901118414144
318.15,319.2671779030272,314.86120657513504
318.15,319.67137269928423,315.20856614030436
318.15,319.8076660550963,315.34377292771364
318.15,320.12473777725694,315.66097007718434
318.15,320.1616895183157,316.0464122320438
318.15,320.58400882132855,316.36953285484
318.15,320.9120656944015,316.40197213819766
318.15,321.02500065535446,316.75143148947814
318.15,321.2702449177492,317.0668953368317
318.15,321.2397704341749,317.2338978723963
318.15,321.4184962634386,317.58138926535116
318.15,321.75768565836813,317.7879098145268
318.15,321.976948257721,318.18001222419696
318.15,322.1955997173032,318.39535216100415
318.15,322.12213372643737,318.6775296632674
318.15,322.3380739871316,318.55625987518226
318.15,322.4128657619799,318.9799875521982
318.15,322.5577330249145,319.22972816662013
318.15,322.4126230508015,319.51637105434077
318.15,322.53197839844466,319.3459414205683
318.15,322.7003758997685,319.84753846095794
318.15,322.78122262841623,319.9866582939477
318.15,322.85857046194394,320.13085642323017
318.15,322.98941410268253,320.32556161698204
318.15,322.88070732126005,320.3197927545496
318.15,323.2038203102783,320.76007175158145
318.15,323.0190074700948,320.80747873182173
318.15,323.02070684504525,320.99688257346793
318.15,323.2441475980099,320.96237079263733
318.15,322.9908087905384,321.17489746439594
318.15,322.98557653192734,321.36139910486946
318.15,322.93641210336176,321.68072488066906
318.15,323.06239897918965,321.6265344965007
318.15,323.1194702340652,321.5917107233824
318.15,322.95957287257994,321.80329888131865
318.15,322.89912417587834,321.82213744227306
318.15,322.78039350406704,321.93600554532037
318.15,322.9720947984663,322.2327821211056
318.15,323.07301128347115,322.16924753033834
318.15,322.7355008758486,322.2191895969155
318.15,322.8287275854406,322.20724448730067
318.15,322.8794935218677,322.2369790981289
318.15,322.85553945953023,322.3479755917894
318.15,322.61502975758316,322.5891956701414
318.15,322.7804389517475,322.6856176094047
318.15,322.6774877945862,322.5928251006508
318.15,322.57876528397674,322.6121401002835
318.15,322.54323988011396,322.68020144367193
318.15,322.40604933843497,322.5579108785061
318.15,322.12402793176915,322.6711511625705
318.15,322.3371786740214,322.7216131515852
318.15,322.1677480215766,322.4770279916523
318.15,322.06021666057296,322.7581638830977
318.15,321.9556761425374,322.82844336276384
318.15,321.8644223219877,322.62329080355477
318.15,322.10875851205986,322.8484757430389
318.15,321.8479531808046,322.69277940381505
318.15,321.78327122899736,322.86867524283025
318.15,321.93499082465127,322.7815494213704
318.15,321.71231391943166,322.76560304721727
318.15,321.59403105628934,322.6070754520847
318.15,321.6814430687683,322.6080958756568
318.15,321.42442482425315,322.5705365432701
318.15,321.23076667809653,322.77652436993134
318.15,321.23882722525224,322.55478152214044
318.15,321.438362093347,322.61601717627406
318.15,321.0878365002722,322.4485460116852
318.15,320.93311383410565,322.54348477702786
318.15,320.8148888236934,322.2175635563714
318.15,320.9410537789543,322.47211357750916
318.15,320.689036602805,322.4455577857455
318.15,320.8187011463415,322.4462326498744
318.15,320.6698759094856,322.37758560834436
318.15,320.64252683530145,322.2462710734908
318.15,320.5244987558903,322.1686615189972
318.15,320.58406112905243,322.19965065859157
318.15,320.369326978619,322.1285482193346
318.15,320.28763855320983,321.99707426875875
318.15,320.48417703743,321.9248862843269
318.15,320.2846430119946,321.8984781055448
318.15,320.2620772397314,321.8746505693979
318.15,320.23990703636696,321.7729869962753
318.15,320.0119051339571,321.82597143762524
318.15,320.20156226305477,321.57881293785493
318.15,320.20107069563494,321.60084532580464
