338.15,C1,C2
338.15,296.15,296.15
338.15,296.310799932154,295.9503077789258
338.15,296.36064949016895,296.0884312928091
338.15,296.15836367587633,296.16368993084507
338.15,296.2316944208009,296.4441509105215
338.15,296.4767436349832,296.3746436532862
338.15,296.3523089741741,296.27361957706574
338.15,296.603606913068,296.5923183594888
338.15,296.6280612253628,296.70264149018686
338.15,296.939055761982,296.7510376316905
338.15,296.9569074421318,296.6572133864745
338.15,297.084334124582,296.75153578332606
338.15,297.38009810185144,297.0167532492126
338.15,297.5417616789873,297.29137116652356
338.15,297.75915149455324,297.4261518429689
338.15,297.9114688220341,297.5449819430252
338.15,298.25834754462375,297.8017652262351
338.15,298.42967490132577,297.910731666213
338.15,298.63754065993174,298.19080680119487
338.15,298.8971735357927,298.2675618055596
338.15,299.12273321571297,298.41391853369134
338.15,299.47367694550275,298.74383485205925
338.15,299.71721113329926,298.9412479151592
338.15,299.97914682282817,299.0916386953196
338.15,300.33904814295346,299.17606072223975
338.15,300.73703166533375,299.6508042174132
338.15,300.8331443844049,299.8511987582322
338.15,301.2403208350984,300.09101843153167
338.15,301.5701927859953,300.1966654002678
338.15,301.953798089288,300.6287652434664
338.15,302.14913722232916,300.6569668922869
338.15,302.5737322107828,300.964205129807
338.15,302.85303556366864,301.17945901501486
338.15,302.8517066752623,301.5906579524448
338.15,303.48364120995774,301.5849954316487
338.15,303.7447993027393,301.92547332116425
338.15,304.107431966595,302.4951555494563
338.15,304.5651783160438,302.5090690303102
338.15,304.8164730067437,302.9784084356095
338.15,305.17654769240846,303.16782400695536
338.15,305.52621528482376,303.2525109070644
338.15,305.84903139747377,303.6367286569073
338.15,306.45348823233644,303.86721768095055
338.15,306.7979255131116,304.2012772556131
338.15,306.9595550433769,304.5424415788518
338.15,307.3521601411281,304.7235978419037
338.15,307.7069009054137,305.00376230193433
338.15,307.9232622526396,305.43417160155735
338.15,308.59789036338907,305.53796143611635
338.15,308.68570145454134,305.9194130524136
338.15,309.23638542269543,306.3305226636712
338.15,309.45466323480605,306.60342441925036
338.15,309.9624494318237,306.6009515145733
338.15,310.3076750225286,307.1307196351413
338.15,310.65465847141206,307.29560745872817
338.15,311.0086076560291,307.7328371984141
338.15,311.25914246085455,307.96475419673567
338.15,311.8464399327605,308.0527568159034
338.15,311.8842714383947,308.5178805328891
338.15,312.5810309070522,309.075425991966
338.15,312.8930271967157,308.99881622955985
338.15,313.08614100973534,309.58504355349544
338.15,313.610478468348,309.4632552518947
338.15,313.7436928561176,310.11923172274885
338.15,314.28085029034196,310.31443043882246
338.15,314.67714175494945,310.60419531573757
338.15,314.80075567262634,311.0135779130848
338.15,315.1188160007811,311.1331752707296
338.15,315.6804966073016,311.55322842215367
338.15,315.89080983355404,311.8167388493982
338.15,316.46509202453103,311.8476350753828
338.15,316.89935927540506,312.4456476931506
338.15,317.30281851323997,312.524682262711
338.15,317.5878739793065,313.0074042513404
338.15,317.7845430568398,312.99314560120064
338.15,318.16725114265284,313.44378387143456
338.15,318.5287664314763,313.86119017571707
338.15,318.84346821049655,314.1734048502899
338.15,319.24565102282463,314.4515493261612
338.15,319.64483647621955,314.6034974863611
338.15,319.97892252478965,314.827031694202
338.15,320.400236451022,315.18483934267636
338.15,320.579497226271,315.38560012229414
338.15,320.9201772979559,315.7313231257221
338.15,321.3493890054854,315.938128373556
338.15,321.7906481222513,316.1711524419171
338.15,321.97032768927465,316.4032062179195
338.15,322.33912143466915,316.9038817024164
338.15,322.6726831034689,317.20978631998304
338.15,322.9177723472052,317.1929766330082
338.15,323.23544857366846,317.66874317956245
338.15,323.5311620284612,317.9686162693999
338.15,324.0584086228248,318.1753246245792
338.15,324.33782317480365,318.39225893558773
338.15,324.6152380782427,318.7892891835937
338.15,325.0202694253948,319.0145372971563
338.15,325.2722173136555,319.3053374657218
338.15,325.5709998402336,319.48378255446363
338.15,325.8014341273242,319.87804460063836
338.15,326.1511501049975,319.9552483166372
338.15,326.5707821687676,320.3803030070385
338.15,326.96811384703,320.5549100067869
338.15,327.1246564929578,320.84970169133373
338.15,327.4731871551737,321.0473714807482
338.15,327.75295309964065,321.3213385127639
338.15,328.1588798329257,321.58798392404094
338.15,328.39572121574656,321.8889433831223
338.15,328.69433521383263,322.177400664953
338.15,329.11432644904306,322.37282951595057
338.15,329.4612349434527,322.6043460290059
338.15,329.69835862381007,322.9310277582159
338.15,329.8707304955038,323.11671508429515
338.15,330.2607702854518,323.51804812714
338.15,330.4688863819811,323.58267945744876
338.15,330.6292229009512,323.9087093627552
