Time (sec),Q1,Q2,T1,T2,Set Point 1 (degC),Set Point 2 (degC)
274.00000000,20.00000000,0.00000000,54.12419832,32.98404782,23.00000000,23.00000000
275.00000000,20.00000000,0.00000000,54.00747415,32.99848192,23.00000000,23.00000000
276.00000000,20.00000000,0.00000000,53.89131238,33.01243843,23.00000000,23.00000000
277.00000000,20.00000000,0.00000000,53.77572767,33.02592305,23.00000000,23.00000000
278.00000000,20.00000000,0.00000000,53.66073372,33.03894147,23.00000000,23.00000000
279.00000000,20.00000000,0.00000000,53.54634322,33.05149937,23.00000000,23.00000000
280.00000000,70.00000000,0.00000000,53.43256796,33.06360244,23.00000000,23.00000000
281.00000000,70.00000000,0.00000000,53.32469695,33.07526123,23.00000000,23.00000000
282.00000000,70.00000000,0.00000000,53.22765123,33.08650855,23.00000000,23.00000000
283.00000000,70.00000000,0.00000000,53.14092130,33.09738037,23.00000000,23.00000000
284.00000000,70.00000000,0.00000000,53.06401959,33.10791084,23.00000000,23.00000000
285.00000000,70.00000000,0.00000000,52.99647950,33.11813235,23.00000000,23.00000000
286.00000000,70.00000000,0.00000000,52.93785451,33.12807564,23.00000000,23.00000000
287.00000000,70.00000000,0.00000000,52.88771735,33.13776986,23.00000000,23.00000000
288.00000000,70.00000000,0.00000000,52.84565919,33.14724263,23.00000000,23.00000000
289.00000000,70.00000000,0.00000000,52.81128751,33.15652030,23.00000000,23.00000000
290.00000000,70.00000000,0.00000000,52.78422922,33.16562745,23.00000000,23.00000000
291.00000000,70.00000000,0.00000000,52.76412627,33.17458753,23.00000000,23.00000000
292.00000000,70.00000000,0.00000000,52.75063611,33.18342272,23.00000000,23.00000000
293.00000000,70.00000000,0.00000000,52.74343101,33.19215398,23.00000000,23.00000000
294.00000000,70.00000000,0.00000000,52.74219750,33.20080112,23.00000000,23.00000000
295.00000000,70.00000000,0.00000000,52.74663571,33.20938285,23.00000000,23.00000000
296.00000000,70.00000000,0.00000000,52.75645882,33.21791683,23.00000000,23.00000000
297.00000000,70.00000000,0.00000000,52.77139249,33.22641969,23.00000000,23.00000000
298.00000000,70.00000000,0.00000000,52.79117435,33.23490713,23.00000000,23.00000000
299.00000000,70.00000000,0.00000000,52.81555350,33.24339390,23.00000000,23.00000000
300.00000000,70.00000000,0.00000000,52.84428999,33.25189389,23.00000000,23.00000000
301.00000000,70.00000000,0.00000000,52.87715440,33.26042017,23.00000000,23.00000000
302.00000000,70.00000000,0.00000000,52.91392390,33.26898517,23.00000000,23.00000000
303.00000000,70.00000000,0.00000000,52.95439204,33.27760020,23.00000000,23.00000000
304.00000000,70.00000000,0.00000000,52.99835832,33.28627603,23.00000000,23.00000000
305.00000000,70.00000000,0.00000000,53.04563108,33.29502275,23.00000000,23.00000000
306.00000000,70.00000000,0.00000000,53.09602711,33.30384976,23.00000000,23.00000000
307.00000000,70.00000000,0.00000000,53.14937130,33.31276586,23.00000000,23.00000000
308.00000000,70.00000000,0.00000000,53.20549630,33.32177924,23.00000000,23.00000000
309.00000000,70.00000000,0.00000000,53.26424219,33.33089751,23.00000000,23.00000000
310.00000000,70.00000000,0.00000000,53.32545615,33.34012774,23.00000000,23.00000000
311.00000000,70.00000000,0.00000000,53.38899219,33.34947650,23.00000000,23.00000000
312.00000000,70.00000000,0.00000000,53.45471081,33.35894984,23.00000000,23.00000000
313.00000000,70.00000000,0.00000000,53.52247878,33.36855336,23.00000000,23.00000000
314.00000000,70.00000000,0.00000000,53.59216884,33.37829219,23.00000000,23.00000000
315.00000000,70.00000000,0.00000000,53.66365943,33.38817106,23.00000000,23.00000000
316.00000000,70.00000000,0.00000000,53.73683450,33.39819427,23.00000000,23.00000000
317.00000000,70.00000000,0.00000000,53.81158322,33.40836576,23.00000000,23.00000000
318.00000000,70.00000000,0.00000000,53.88779979,33.41868907,23.00000000,23.00000000
319.00000000,70.00000000,0.00000000,53.96538323,33.42916742,23.00000000,23.00000000
320.00000000,70.00000000,0.00000000,54.04423714,33.43980370,23.00000000,23.00000000
321.00000000,70.00000000,0.00000000,54.12426954,33.45060045,23.00000000,23.00000000
322.00000000,70.00000000,0.00000000,54.20539265,33.46155995,23.00000000,23.00000000
323.00000000,70.00000000,0.00000000,54.28752274,33.47268418,23.00000000,23.00000000
